WISH,ContextLogic Inc. Class A Common Stock,Catalog/Specialty Distribution
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,Finance: Consumer Services
DIOD,Diodes Incorporated Common Stock,Semiconductors
PMVP,PMV Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
WPM,Wheaton Precious Metals Corp Common Shares (Canada),Precious Metals
DSPG,DSP Group Inc. Common Stock,Semiconductors
CROX,Crocs Inc. Common Stock,Shoe Manufacturing
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),Steel/Iron Ore
BOLT,Bolt Biotherapeutics Inc. Common Stock,
AHC,A.H. Belo Corporation (TX) Common Stock,Newspapers/Magazines
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,Services-Misc. Amusement & Recreation
SBNY,Signature Bank Common Stock,Major Banks
LB,L Brands Inc.,Clothing/Shoe/Accessory Stores
PLUG,Plug Power Inc. Common Stock,Industrial Machinery/Components
ORN,Orion Group Holdings Inc. Common,Military/Government/Technical
PEBK,Peoples Bancorp of North Carolina Inc. Common Stock,Major Banks
BRKL,Brookline Bancorp Inc. Common Stock,Savings Institutions
NXP,Nuveen Select Tax Free Income Portfolio Common Stock,
CMS,CMS Energy Corporation Common Stock,Power Generation
CFB,CrossFirst Bankshares Inc. Common Stock,Major Banks
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,
MSBI,Midland States Bancorp Inc. Common Stock,Major Banks
BEN,Franklin Resources Inc. Common Stock,Investment Managers
SR,Spire Inc. Common Stock,Oil/Gas Transmission
SDC,SmileDirectClub Inc. Class A Common Stock,Medical/Dental Instruments
ISSC,Innovative Solutions and Support Inc. Common Stock,EDP Services
AUY,Yamana Gold Inc. Ordinary Shares (Canada),Precious Metals
DOCU,DocuSign Inc. Common Stock,Computer Software: Prepackaged Software
DLTH,Duluth Holdings Inc. Class B Common Stock,Clothing/Shoe/Accessory Stores
PUBM,PubMatic Inc. Class A Common Stock,Computer Software: Programming Data Processing
ENTG,Entegris Inc. Common Stock,Plastic Products
STOK,Stoke Therapeutics Inc. Common Stock,Major Pharmaceuticals
SEE,Sealed Air Corporation Common Stock,Major Chemicals
SGOC,SGOCO Group Ltd Ordinary Shares (Cayman Islands),Radio And Television Broadcasting And Communications Equipment
ALGS,Aligos Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
DLNG,Dynagas LNG Partners LP Common Units,Marine Transportation
BCML,BayCom Corp Common Stock,Major Banks
CPB,Campbell Soup Company Common Stock,Packaged Foods
HBMD,Howard Bancorp Inc. Common Stock,Major Banks
ATNX,Athenex Inc. Common Stock,Major Pharmaceuticals
FLIC,First of Long Island Corporation (The) Common Stock,Major Banks
WNC,Wabash National Corporation Common Stock,Construction/Ag Equipment/Trucks
MKGI,Monaker Group Inc. Common Stock,Transportation Services
PEI,Pennsylvania Real Estate Investment Trust Common Stock,Real Estate Investment Trusts
BSD,BlackRock Strategic Municipal Trust Inc. (The) Common Stock,
TIG,Trean Insurance Group Inc. Common Stock,Property-Casualty Insurers
SONM,Sonim Technologies Inc. Common Stock,Telecommunications Equipment
ITGR,Integer Holdings Corporation Common Stock,Industrial Machinery/Components
AVID,Avid Technology Inc. Common Stock,Computer Software: Prepackaged Software
FINV,FinVolution Group American Depositary Shares,Finance: Consumer Services
BRP,BRP Group Inc. (Insurance Company) Class A Common Stock,Specialty Insurers
TAL,TAL Education Group American Depositary Shares,Other Consumer Services
GLOG,GasLog Ltd. Common Shares,Marine Transportation
MLAB,Mesa Laboratories Inc. Common Stock,Industrial Machinery/Components
ICLK,iClick Interactive Asia Group Limited American Depositary Shares,Computer Software: Prepackaged Software
DARE,Dare Bioscience Inc. Common Stock,Major Pharmaceuticals
AHAC,Alpha Healthcare Acquisition Corp. Class A Common Stock,Business Services
HOMB,Home BancShares Inc. Common Stock,Major Banks
WYY,WidePoint Corporation Common Stock,EDP Services
BQ,Boqii Holding Limited American Depositary Shares representing Class A Ordinary Shares,Other Specialty Stores
SNOW,Snowflake Inc. Class A Common Stock,Computer Software: Prepackaged Software
SPG,Simon Property Group Inc. Common Stock,Real Estate Investment Trusts
MCI,Barings Corporate Investors Common Stock,
HOPE,Hope Bancorp Inc. Common Stock,Major Banks
ADXS,Advaxis Inc. Common Stock,Major Pharmaceuticals
ZBRA,Zebra Technologies Corporation Class A Common Stock,Industrial Machinery/Components
RAIL,FreightCar America Inc. Common Stock,Railroads
BUR,Burford Capital Limited Ordinary Shares,Finance: Consumer Services
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,Restaurants
NTAP,NetApp Inc. Common Stock,Electronic Components
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,Major Pharmaceuticals
NVEC,NVE Corporation Common Stock,Semiconductors
BRBR,BellRing Brands Inc. Class A Common Stock,Packaged Foods
JAMF,Jamf Holding Corp. Common Stock,Computer Software: Prepackaged Software
JPS,Nuveen Preferred & Income Securities Fund,
FRGI,Fiesta Restaurant Group Inc. Common Stock,Restaurants
OZON,Ozon Holdings PLC American Depositary Shares each ADS representing one ordinary share,Catalog/Specialty Distribution
FST,FAST Acquisition Corp. Class A Common Stock,Business Services
USAP,Universal Stainless & Alloy Products Inc. Common Stock,Steel/Iron Ore
CGC,Canopy Growth Corporation Common Shares,Specialty Chemicals
MCA,Blackrock MuniYield California Quality Fund Inc. Common Stock,
EPSN,Epsilon Energy Ltd. Common Share,Oil & Gas Production
IMXI,International Money Express Inc. Common Stock,Business Services
OLMA,Olema Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
ERF,Enerplus Corporation Common Stock,Oil & Gas Production
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,Business Services
GAU,Galiano Gold Inc.,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
GMED,Globus Medical Inc. Class A Common Stock,Medical/Dental Instruments
IBA,Industrias Bachoco S.A.B. de C.V. Common Stock,Meat/Poultry/Fish
CPF,Central Pacific Financial Corp New,Major Banks
AMRK,A-Mark Precious Metals Inc. Common Stock,Other Specialty Stores
DAL,Delta Air Lines Inc. Common Stock,Air Freight/Delivery Services
HCC,Warrior Met Coal Inc. Common Stock,Coal Mining
WCC,WESCO International Inc. Common Stock,Telecommunications Equipment
FLXS,Flexsteel Industries Inc. Common Stock,Home Furnishings
NVT,nVent Electric plc Ordinary Shares,Industrial Machinery/Components
ZGNX,Zogenix Inc. Common Stock,Major Pharmaceuticals
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,
ZM,Zoom Video Communications Inc. Class A Common Stock,Computer Software: Programming Data Processing
ONCR,Oncorus Inc. Common Stock,Major Pharmaceuticals
MMSI,Merit Medical Systems Inc. Common Stock,Medical/Dental Instruments
NHC,National HealthCare Corporation Common Stock,Hospital/Nursing Management
EXPE,Expedia Group Inc. Common Stock,Transportation Services
XNET,Xunlei Limited American Depositary Receipts,Computer Software: Prepackaged Software
LBC,Luther Burbank Corporation Common Stock,Major Banks
ORI,Old Republic International Corporation Common Stock,Property-Casualty Insurers
UONE,Urban One Inc. Class A Common Stock,Broadcasting
PDI,PIMCO Dynamic Income Fund Common Stock,
UL,Unilever PLC Common Stock,Package Goods/Cosmetics
BKD,Brookdale Senior Living Inc. Common Stock,Hospital/Nursing Management
ORCL,Oracle Corporation Common Stock,Computer Software: Prepackaged Software
CLAR,Clarus Corporation Common Stock,Recreational Products/Toys
CHRS,Coherus BioSciences Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
IBKR,Interactive Brokers Group Inc. Class A Common Stock,Investment Bankers/Brokers/Service
XOG,Extraction Oil & Gas Inc. Common Stock,Oil & Gas Production
TAC,TransAlta Corporation Ordinary Shares,Electric Utilities: Central
BKH,Black Hills Corporation Common Stock,Electric Utilities: Central
DSKE,Daseke Inc. Common Stock,Transportation Services
SASR,Sandy Spring Bancorp Inc. Common Stock,Major Banks
FOCS,Focus Financial Partners Inc. Class A Common Stock,Investment Managers
TMDI,Titan Medical Inc. Ordinary Shares,Medical/Dental Instruments
SEER,Seer Inc. Class A Common Stock,Biotechnology: Laboratory Analytical Instruments
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,
TC,TuanChe Limited American Depositary Shares,Business Services
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),
PFBC,Preferred Bank Common Stock,
BHB,Bar Harbor Bankshares Inc. Common Stock,Major Banks
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),Electric Utilities: Central
STRO,Sutro Biopharma Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
DYAI,Dyadic International Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
MUSA,Murphy USA Inc. Common Stock,Automotive Aftermarket
BBF,BlackRock Municipal Income Investment Trust,
CII,Blackrock Capital and Income Fund Inc.,
SBG,Sandbridge Acquisition Corporation Class A Common Stock,Business Services
PVBC,Provident Bancorp Inc. (MD) Common Stock,Savings Institutions
ONCS,OncoSec Medical Incorporated Common Stock,Major Pharmaceuticals
MSFT,Microsoft Corporation Common Stock,Computer Software: Prepackaged Software
MMM,3M Company Common Stock,Medical/Dental Instruments
UAL,United Airlines Holdings Inc. Common Stock,Air Freight/Delivery Services
SBFG,SB Financial Group Inc. Common Stock,Major Banks
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,Marine Transportation
YMAB,Y-mAbs Therapeutics Inc. Common Stock,Major Pharmaceuticals
EC,Ecopetrol S.A. American Depositary Shares,Oil & Gas Production
LRMR,Larimar Therapeutics Inc. Common Stock,Major Pharmaceuticals
UAN,CVR Partners LP Common Units representing Limited Partner Interests,Agricultural Chemicals
VVOS,Vivos Therapeutics Inc. Common Stock,Medical/Dental Instruments
BOCH,Bank of Commerce Holdings (CA) Common Stock,Major Banks
MRTN,Marten Transport Ltd. Common Stock,Trucking Freight/Courier Services
ARD,Ardagh Group S.A. Common Shares,Containers/Packaging
DASH,DoorDash Inc. Class A Common Stock,Business Services
DPZ,Domino's Pizza Inc Common Stock,Food Distributors
ABMD,ABIOMED Inc. Common Stock,Medical/Dental Instruments
ESSC,East Stone Acquisition Corporation Ordinary Shares,Computer Software: Programming Data Processing
ACER,Acer Therapeutics Inc. Common Stock (DE),Major Pharmaceuticals
VICR,Vicor Corporation Common Stock,Industrial Machinery/Components
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund,
TSQ,Townsquare Media Inc. Class A Common Stock,Broadcasting
PINC,Premier Inc. Class A Common Stock,Other Consumer Services
EHT,Eaton Vance 2021 Target Term Trust Common Shares of Beneficial Interest,
UIS,Unisys Corporation New Common Stock,EDP Services
CATC,Cambridge Bancorp Common Stock,Major Banks
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,
ROCC,Roth CH Acquisition II Co. Common Stock,Business Services
OACB,Oaktree Acquisition Corp. II Class A Ordinary Shares,Business Services
IEA,Infrastructure and Energy Alternatives Inc. Common Stock,Business Services
ESXB,Community Bankers Trust Corporation Common Stock (VA),Major Banks
RCKT,Rocket Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
ESP,Espey Mfg. & Electronics Corp. Common Stock,Industrial Machinery/Components
DBVT,DBV Technologies S.A. American Depositary Shares,Biotechnology: Biological Products (No Diagnostic Substances)
NVFY,Nova Lifestyle Inc. Common Stock,Home Furnishings
IVA,Inventiva S.A. American Depository Shares,Major Pharmaceuticals
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),Precious Metals
FAT,FAT Brands Inc. Common Stock,Restaurants
FMAC,FirstMark Horizon Acquisition Corp. Class A Common Stock,Business Services
VIR,Vir Biotechnology Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
VSTA,Vasta Platform Limited Class A Ordinary Shares,Other Consumer Services
NKE,Nike Inc. Common Stock,Shoe Manufacturing
COCP,Cocrystal Pharma Inc. Common Stock,Major Pharmaceuticals
LH,Laboratory Corporation of America Holdings Common Stock,Medical Specialities
IEP,Icahn Enterprises L.P. Common Stock,Auto Parts:O.E.M.
CTAC,Cerberus Telecom Acquisition Corp. Class A Ordinary Shares,Business Services
BFK,BlackRock Municipal Income Trust,
CUZ,Cousins Properties Incorporated Common Stock,Real Estate Investment Trusts
RUN,Sunrun Inc. Common Stock,Industrial Specialties
MDU,MDU Resources Group Inc. Common Stock (Holding Company),Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MITT,AG Mortgage Investment Trust Inc. Common Stock,
PCF,High Income Securities Fund Common Stock,
PMM,Putnam Managed Municipal Income Trust Common Stock,
AEF,Aberdeen Emerging Markets Equity Income Fund Inc. Common Stock,
NHIC,NewHold Investment Corp. Class A Common Stock,Business Services
CZNC,Citizens & Northern Corp Common Stock,Major Banks
ALT,Altimmune Inc. Common Stock,Major Pharmaceuticals
PTNR,Partner Communications Company Ltd. American Depositary Shares,Telecommunications Equipment
HXL,Hexcel Corporation Common Stock,Major Chemicals
CARR,Carrier Global Corporation Common Stock,Industrial Machinery/Components
UDR,UDR Inc. Common Stock,Real Estate Investment Trusts
CVGW,Calavo Growers Inc. Common Stock,Farming/Seeds/Milling
LMNR,Limoneira Co Common Stock,Farming/Seeds/Milling
MAV,Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest,
LHX,L3Harris Technologies Inc. Common Stock,Industrial Machinery/Components
RRR,Red Rock Resorts Inc. Class A Common Stock,Hotels/Resorts
QUIK,QuickLogic Corporation Common Stock,Semiconductors
SCWX,SecureWorks Corp. Class A Common Stock,Computer Software: Prepackaged Software
FUND,Sprott Focus Trust Inc. Common Stock,Miscellaneous
JLS,Nuveen Mortgage and Income Fund,
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock,Apparel
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,Other Consumer Services
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,
EBTC,Enterprise Bancorp Inc Common Stock,Major Banks
III,Information Services Group Inc. Information Services Group Inc. Common Stock,Professional Services
CSTL,Castle Biosciences Inc. Common Stock,Medical Specialities
CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,
BRG,Bluerock Residential Growth REIT Inc. Class A Common Stock,Real Estate Investment Trusts
ATAC,Altimar Acquisition Corporation Class A Ordinary Shares,Investment Managers
CFG,Citizens Financial Group Inc. Common Stock,Major Banks
STCN,Steel Connect Inc. Common Stock,Business Services
TPX,Tempur Sealy International Inc. Common Stock,Home Furnishings
HCDI,Harbor Custom Development Inc. Common Stock,Homebuilding
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,Other Consumer Services
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,Biotechnology: Laboratory Analytical Instruments
BNFT,Benefitfocus Inc. Common Stock,Computer Software: Prepackaged Software
BLFS,BioLife Solutions Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TSEM,Tower Semiconductor Ltd. Ordinary Shares,Semiconductors
MKSI,MKS Instruments Inc. Common Stock,Industrial Machinery/Components
MDRX,Allscripts Healthcare Solutions Inc. Common Stock,EDP Services
SCPE,SC Health Corporation Class A Ordinary Shares,Business Services
INBX,Inhibrx Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
MAXN,Maxeon Solar Technologies Ltd. Ordinary Shares,Semiconductors
CDAY,Ceridian HCM Holding Inc. Common Stock,Computer Software: Prepackaged Software
MNST,Monster Beverage Corporation,Beverages (Production/Distribution)
PAYC,Paycom Software Inc. Common Stock,Computer Software: Prepackaged Software
RPLA,Replay Acquisition Corp. Ordinary Shares,Business Services
JKHY,Jack Henry & Associates Inc. Common Stock,EDP Services
NSYS,Nortech Systems Incorporated Common Stock,Industrial Machinery/Components
NKTR,Nektar Therapeutics  Common Stock,Major Pharmaceuticals
GSS,Golden Star Resources Ltd Common Stock,Precious Metals
TNK,Teekay Tankers Ltd.,Marine Transportation
