CHX,ChampionX Corporation Common Stock,Industrial Machinery/Components
SID,Companhia Siderurgica Nacional S.A. Common Stock,Steel/Iron Ore
SLDB,Solid Biosciences Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
AVCT,American Virtual Cloud Technologies Inc. Common Stock,EDP Services
LMFA,LM Funding America Inc. Common Stock,Finance: Consumer Services
ACST,Acasti Pharma Inc. Class A Common Stock,Major Pharmaceuticals
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands),Other Consumer Services
CSV,Carriage Services Inc. Common Stock,Other Consumer Services
GVA,Granite Construction Incorporated Common Stock,Military/Government/Technical
CVLB,Conversion Labs Inc. Common Stock,Package Goods/Cosmetics
UBX,Unity Biotechnology Inc. Common Stock,Major Pharmaceuticals
GSUM,Gridsum Holding Inc. American Depositary Shares,Computer Software: Prepackaged Software
NS,Nustar Energy L.P.  Common Units,Natural Gas Distribution
VRAY,ViewRay Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PBTS,Powerbridge Technologies Co. Ltd. Ordinary Shares,EDP Services
NDAQ,Nasdaq Inc. Common Stock,Investment Bankers/Brokers/Service
USPH,U.S. Physical Therapy Inc. Common Stock,Medical/Nursing Services
TRMD,TORM plc Class A Common Stock,Marine Transportation
LMRK,Landmark Infrastructure Partners LP Common Units,Real Estate
UTHR,United Therapeutics Corporation Common Stock,Major Pharmaceuticals
SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),Computer Software: Prepackaged Software
DADA,Dada Nexus Limited American Depositary Shares,Computer Software: Programming Data Processing
GEL,Genesis Energy L.P. Common Units,Natural Gas Distribution
GASS,StealthGas Inc. Common Stock,Marine Transportation
SNCA,Seneca Biopharma Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
ZCMD,Zhongchao Inc. Class A Ordinary Shares,Other Consumer Services
LNN,Lindsay Corporation Common Stock,Industrial Machinery/Components
PCAR,PACCAR Inc. Common Stock,Auto Manufacturing
CBU,Community Bank System Inc. Common Stock,Major Banks
MYD,Blackrock MuniYield Fund Inc.  Common Stock,
GPI,Group 1 Automotive Inc. Common Stock,Automotive Aftermarket
AGIO,Agios Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,Railroads
PNRG,PrimeEnergy Resources Corporation Common Stock,Oil & Gas Production
BTAI,BioXcel Therapeutics Inc. Common Stock,Major Pharmaceuticals
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,
TRNS,Transcat Inc. Common Stock,Electrical Products
ADCT,ADC Therapeutics SA Common Shares,Major Pharmaceuticals
ROKU,Roku Inc. Class A Common Stock,Television Services
GGB,Gerdau S.A. Common Stock,Steel/Iron Ore
BTA,BlackRock Long-Term Municipal Advantage Trust BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,
ETM,Entercom Communications Corp. Common Stock,Broadcasting
TM,Toyota Motor Corporation Common Stock,Auto Manufacturing
VYGG,Vy Global Growth Class A Ordinary Shares,Business Services
FROG,JFrog Ltd. Ordinary Shares,Computer Software: Prepackaged Software
CNNB,Cincinnati Bancorp Inc. Common Stock,Savings Institutions
WLDN,Willdan Group Inc. Common Stock,Military/Government/Technical
AMD,Advanced Micro Devices Inc. Common Stock,Semiconductors
ZBH,Zimmer Biomet Holdings Inc. Common Stock,Industrial Specialties
LBAI,Lakeland Bancorp Inc. Common Stock,Major Banks
EFOI,Energy Focus Inc. Common Stock,Building Products
TWO,Two Harbors Investment Corp,Real Estate Investment Trusts
EFF,Eaton vance Floating-Rate Income Plus Fund Common Shares of Beneficial Interest,
HIX,Western Asset High Income Fund II Inc. Common Stock,
SFST,Southern First Bancshares Inc. Common Stock,Major Banks
HMLP,Hoegh LNG Partners LP Common Units representing Limited Partner Interests,Marine Transportation
BIIB,Biogen Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
FSEA,First Seacoast Bancorp Common Stock,Savings Institutions
PTVCB,Protective Insurance Corporation Class B Common Stock,Property-Casualty Insurers
PACE,TPG Pace Tech Opportunities Corp. Class A Ordinary Shares,Business Services
EXP,Eagle Materials Inc Common Stock,Building Materials
INVE,Identiv Inc. Common Stock,Computer peripheral equipment
ABBV,AbbVie Inc. Common Stock,Major Pharmaceuticals
ESGR,Enstar Group Limited Ordinary Shares,Property-Casualty Insurers
GLG,TD Holdings Inc. Common Stock,Major Banks
BBIG,Vinco Ventures Inc. Common Stock,Recreational Products/Toys
BBY,Best Buy Co. Inc. Common Stock,Consumer Electronics/Video Chains
TNC,Tennant Company Common Stock,Industrial Machinery/Components
NGVT,Ingevity Corporation Common Stock,Major Chemicals
NMCI,Navios Maritime Containers L.P. Common Units,Marine Transportation
COHU,Cohu Inc. Common Stock,Electrical Products
ARES,Ares Management Corporation Class A Common Stock,Investment Managers
ACP,Aberdeen Income Credit Strategies Fund Common Shares,
PACB,Pacific Biosciences of California Inc. Common Stock,Biotechnology: Laboratory Analytical Instruments
SNPR,Tortoise Acquisition Corp. II Class A Ordinary Shares,Business Services
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,
NTST,NetSTREIT Corp. Common Stock,Real Estate Investment Trusts
PRGS,Progress Software Corporation Common Stock (DE),Computer Software: Prepackaged Software
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares,Major Pharmaceuticals
TVTY,Tivity Health Inc. Common Stock,Misc Health and Biotechnology Services
PROS,ProSight Global Inc. Common Stock,Property-Casualty Insurers
FNV,Franco-Nevada Corporation,Precious Metals
CGNX,Cognex Corporation Common Stock,Industrial Machinery/Components
TAOP,Taoping Inc. Ordinary Shares,Computer Software: Prepackaged Software
MPAA,Motorcar Parts  of America Inc. Common Stock,Auto Parts:O.E.M.
HMCO,HumanCo Acquisition Corp. Class A Common Stock,Business Services
VMAC,Vistas Media Acquisition Company Inc. Class A Common Stock,Business Services
KO,Coca-Cola Company (The) Common Stock,Beverages (Production/Distribution)
PKG,Packaging Corporation of America Common Stock,Containers/Packaging
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,
AEMD,Aethlon Medical Inc. Common Stock,Medical/Dental Instruments
UGI,UGI Corporation Common Stock,Natural Gas Distribution
CLLS,Cellectis S.A. American Depositary Shares,Biotechnology: Biological Products (No Diagnostic Substances)
NMMC,North Mountain Merger Corp. Class A Common Stock,Business Services
DXF,Dunxin Financial Holdings Limited American Depositary Shares,Finance: Consumer Services
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,Other Specialty Stores
ESCA,Escalade Incorporated Common Stock,Recreational Products/Toys
PUMP,ProPetro Holding Corp. Common Stock,Oilfield Services/Equipment
GLRE,Greenlight Capital Re Ltd. Class A Ordinary Shares,Property-Casualty Insurers
NBO,Neuberger Berman New York Municipal Fund Inc. Common Stock,
EQNR,Equinor ASA,Integrated oil Companies
EPAC,Enerpac Tool Group Corp. Common Stock,Industrial Machinery/Components
FAST,Fastenal Company Common Stock,RETAIL: Building Materials
CR,Crane Co. Common Stock,Metal Fabrications
WOW,WideOpenWest Inc. Common Stock,Television Services
AFIN,American Finance Trust Inc. Class A Common Stock,Real Estate Investment Trusts
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,Major Banks
FRME,First Merchants Corporation Common Stock,Major Banks
FAX,Aberdeen Asia-Pacific Income Fund Inc Common Stock,
SLF,Sun Life Financial Inc. Common Stock,Life Insurance
DXPE,DXP Enterprises Inc. Common Stock,Industrial Machinery/Components
JBHT,J.B. Hunt Transport Services Inc. Common Stock,Trucking Freight/Courier Services
AB,AllianceBernstein Holding L.P.  Units,Investment Managers
HSC,Harsco Corporation Common Stock,Diversified Commercial Services
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,Real Estate Investment Trusts
SOLY,Soliton Inc. Common Stock,Medical/Dental Instruments
BMA,Banco Macro S.A.  ADR (representing Ten Class B Common Shares),Commercial Banks
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,Real Estate Investment Trusts
ORTX,Orchard Therapeutics plc American Depositary Shares,Biotechnology: Biological Products (No Diagnostic Substances)
MDLA,Medallia Inc. Common Stock,Computer Software: Programming Data Processing
CHAQ,Chardan Healthcare Acquisition 2 Corp. Common Stock,Business Services
CRI,Carter's Inc. Common Stock,Apparel
NVRO,Nevro Corp. Common Stock,Medical/Dental Instruments
IIPR,Innovative Industrial Properties Inc. Common Stock,Real Estate
CUEN,Cuentas Inc. Common Stock,
ALUS,Alussa Energy Acquisition Corp. Class A Ordinary Shares,Business Services
ROLL,RBC Bearings Incorporated Common Stock,Metal Fabrications
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058,Life Insurance
UHT,Universal Health Realty Income Trust Common Stock,Real Estate Investment Trusts
ATHE,Alterity Therapeutics Limited American Depositary Shares,Major Pharmaceuticals
ABST,Absolute Software Corporation Common Stock,Computer Software: Prepackaged Software
ACC,American Campus Communities Inc Common Stock,Real Estate Investment Trusts
LBTYK,Liberty Global plc Class C Ordinary Shares,
SCVL,Shoe Carnival Inc. Common Stock,Clothing/Shoe/Accessory Stores
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,
TPHS,Trinity Place Holdings Inc. Common Stock,Building operators
VPG,Vishay Precision Group Inc. Common Stock,Electrical Products
TTI,Tetra Technologies Inc. Common Stock,Oil & Gas Production
SMTS,Sierra Metals Inc. Common Stock,Precious Metals
ABM,ABM Industries Incorporated Common Stock,Diversified Commercial Services
ATIF,ATIF Holdings Limited Ordinary Shares,Professional Services
IRMD,iRadimed Corporation Common Stock,Medical/Dental Instruments
ATCO,Atlas Corp. Common Shares,Marine Transportation
APTS,Preferred Apartment Communities Inc. Common Stock,Real Estate Investment Trusts
NNN,National Retail Properties Common Stock,Real Estate Investment Trusts
TY,Tri Continental Corporation Common Stock,
DMAC,DiaMedica Therapeutics Inc. Common Stock,Major Pharmaceuticals
MNOV,Medicinova Inc Common Stock,Major Pharmaceuticals
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,Real Estate
BANX,StoneCastle Financial Corp Common Stock,
WTM,White Mountains Insurance Group Ltd. Common Stock,Property-Casualty Insurers
APO,Apollo Global Management Inc. Class A Common Stock,Investment Managers
TOT,Total SE,Oil & Gas Production
NAVI,Navient Corporation Common Stock,Investment Bankers/Brokers/Service
NCV,Virtus AllianzGI Convertible & Income Fund Common Shares of Beneficial Interest,
ZUO,Zuora Inc. Class A Common Stock,Computer Software: Prepackaged Software
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),Precious Metals
MSN,Emerson Radio Corporation Common Stock,Consumer Electronics/Appliances
ALV,Autoliv Inc. Common Stock,Auto Parts:O.E.M.
HI,Hillenbrand Inc Common Stock,Miscellaneous manufacturing industries
CAJ,Canon Inc. American Depositary Shares,Industrial Machinery/Components
LEA,Lear Corporation Common Stock,Auto Parts:O.E.M.
XP,XP Inc. Class A Common Stock,Investment Bankers/Brokers/Service
INSW,International Seaways Inc. Common Stock,Marine Transportation
OSN,Ossen Innovation Co. Ltd. American Depositary Shares,Steel/Iron Ore
GBCI,Glacier Bancorp Inc. Common Stock,Major Banks
FMNB,Farmers National Banc Corp. Common Stock,Major Banks
HSON,Hudson Global Inc. Common Stock,Professional Services
PFS,Provident Financial Services Inc Common Stock,Savings Institutions
CLPR,Clipper Realty Inc. Common Stock,Real Estate Investment Trusts
NWHM,New Home Company Inc. (The) Common Stock,Homebuilding
TRN,Trinity Industries Inc. Common Stock,Railroads
NATI,National Instruments Corporation Common Stock,Computer Software: Prepackaged Software
OSUR,OraSure Technologies Inc. Common Stock,Medical/Dental Instruments
MBII,Marrone Bio Innovations Inc. Common Stock,Agricultural Chemicals
CEL,Cellcom Israel Ltd. Ordinary Shares,Telecommunications Equipment
USAS,Americas Gold and Silver Corporation Common Shares no par value,Precious Metals
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),Semiconductors
TDOC,Teladoc Health Inc. Common Stock,Medical/Nursing Services
WBT,Welbilt Inc. Common Stock,Industrial Machinery/Components
ACOR,Acorda Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
DOOR,Masonite International Corporation Ordinary Shares (Canada),Forest Products
NGD,New Gold Inc.,Precious Metals
UBS,UBS Group AG Registered Ordinary Shares,Major Banks
CACC,Credit Acceptance Corporation Common Stock,Finance: Consumer Services
KLDO,Kaleido Biosciences Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
REI,Ring Energy Inc. Common Stock,Oil & Gas Production
AMP,Ameriprise Financial Inc. Common Stock,Investment Managers
VTVT,vTv Therapeutics Inc. Class A Common Stock,Major Pharmaceuticals
VGR,Vector Group Ltd. Common Stock,Farming/Seeds/Milling
PXD,Pioneer Natural Resources Company Common Stock,Oil & Gas Production
VMO,Invesco Municipal Opportunity Trust Common Stock,
JRJC,China Finance Online Co. Limited American Depositary Shares,Investment Bankers/Brokers/Service
ZDGE,Zedge Inc. Class B Common Stock,Computer Software: Prepackaged Software
INOD,Innodata Inc. Common Stock,EDP Services
ESNT,Essent Group Ltd. Common Shares,Property-Casualty Insurers
MFV,MFS Special Value Trust Common Stock,
BRLI,Brilliant Acquisition Corporation Ordinary Shares,Business Services
HQI,HireQuest Inc. Common Stock (DE),Professional Services
HEAR,Turtle Beach Corporation Common Stock,Telecommunications Equipment
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,Investment Bankers/Brokers/Service
RIV,RiverNorth Opportunities Fund Inc. Common Stock,
STAF,Staffing 360 Solutions Inc. Common Stock (DE),Professional Services
FLS,Flowserve Corporation Common Stock,Fluid Controls
ASPN,Aspen Aerogels Inc. Common Stock,RETAIL: Building Materials
ELYS,Elys Game Technology Corp. Common Stock,Computer Software: Prepackaged Software
VSTO,Vista Outdoor Inc. Common Stock,Ordnance And Accessories
GFL,GFL Environmental Inc. Subordinate voting shares no par value,Environmental Services
TGA,TransGlobe Energy Corporation Ordinary Shares (Canada),Oil & Gas Production
UEPS,Net 1 UEPS Technologies Inc. Common Stock,Investment Bankers/Brokers/Service
GHM,Graham Corporation Common Stock,Industrial Machinery/Components
USB,U.S. Bancorp Common Stock,Major Banks
HTHT,Huazhu Group Limited American Depositary Shares,Hotels/Resorts
CNR,Cornerstone Building Brands Inc. Common Stock,Metal Fabrications
MFD,Macquarie First Trust Global Common Stock,
HRL,Hormel Foods Corporation Common Stock,Meat/Poultry/Fish
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,
UPLD,Upland Software Inc. Common Stock,Computer Software: Prepackaged Software
SVOKU,Seven Oaks Acquisition Corp. Unit,Business Services
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,Real Estate Investment Trusts
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,
CIVB,Civista Bancshares Inc. Common Stock,Major Banks
PGP,Pimco Global Stocksplus & Income Fund Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,
LGIH,LGI Homes Inc. Common Stock,Homebuilding
PRT,PermRock Royalty Trust Trust Units,Oil & Gas Production
XAN,Exantas Capital Corp.,Real Estate Investment Trusts
NBTX,Nanobiotix S.A. American Depositary Shares,Major Pharmaceuticals
CRL,Charles River Laboratories International Inc. Common Stock,Biotechnology: Commercial Physical & Biological Resarch
CANF,Can-Fite Biopharma Ltd Sponsored ADR (Israel),Major Pharmaceuticals
CBSH,Commerce Bancshares Inc. Common Stock,Major Banks
JWS,Jaws Acquisition Corp. Class A Ordinary Shares,Medical/Nursing Services
XBIT,XBiotech Inc. Common Stock,Major Pharmaceuticals
CLNN,Clene Inc. Common Stock,Major Pharmaceuticals
QTRX,Quanterix Corporation Common Stock,Biotechnology: Laboratory Analytical Instruments
FLEX,Flex Ltd. Ordinary Shares,Electrical Products
BPFH,Boston Private Financial Holdings Inc. Common Stock,Major Banks
BG,Bunge Limited Bunge Limited,Packaged Foods
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,Other Specialty Stores
PXLW,Pixelworks Inc.  Common Stock,Semiconductors
ENDP,Endo International plc Ordinary Shares,Major Pharmaceuticals
CEMI,Chembio Diagnostics Inc. Common Stock,Major Pharmaceuticals
FSD,First Trust High Income Long Short Fund Common Shares of Beneficial Interest,
ALX,Alexander's Inc. Common Stock,Real Estate Investment Trusts
IPA,ImmunoPrecise Antibodies Ltd. Common Stock,Major Pharmaceuticals
BSL,Blackstone Senior Floating Rate Term Fund Common Shares of Beneficial Interest,
NEWA,Newater Technology Inc. Ordinary Shares,Miscellaneous
AZRE,Azure Power Global Limited Equity Shares,Electric Utilities: Central
RADI,Radius Global Infrastructure Inc. Class A Common Stock,Real Estate
VINC,Vincerx Pharma Inc. Common Stock,Major Pharmaceuticals
ACY,AeroCentury Corp. Common Stock,Diversified Commercial Services
GILT,Gilat Satellite Networks Ltd. Ordinary Shares,Radio And Television Broadcasting And Communications Equipment
MOV,Movado Group Inc. Common Stock,Consumer Specialties
TPIC,TPI Composites Inc. Common Stock,Industrial Machinery/Components
GTIP,Goldman Sachs Access Inflation Protected USD Bond ETF,
BTG,B2Gold Corp Common shares (Canada),Precious Metals
MOH,Molina Healthcare Inc Common Stock,Medical Specialities
SVC,Service Properties Trust Common Stock,Real Estate Investment Trusts
MICT,MICT Inc. Common Stock,Electrical Products
LMST,Limestone Bancorp Inc. Common Stock,Major Banks
VNO,Vornado Realty Trust Common Stock,Real Estate Investment Trusts
AVCO,Avalon GloboCare Corp. Common Stock,Professional Services
HPK,HighPeak Energy Inc. Common Stock,Oil & Gas Production
RDFN,Redfin Corporation Common Stock,Real Estate
MUDS,Mudrick Capital Acquisition Corporation II Class A Common Stock,Business Services
JPC,Nuveen Preferred & Income Opportunities Fund,
FENC,Fennec Pharmaceuticals Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
IRBT,iRobot Corporation Common Stock,Consumer Electronics/Appliances
ARMP,Armata Pharmaceuticals Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
OHI,Omega Healthcare Investors Inc. Common Stock,Real Estate Investment Trusts
IX,Orix Corp Ads Common Stock,Diversified Financial Services
IACA,ION Acquisition Corp 1 Ltd. Class A Ordinary Shares,Business Services
NPK,National Presto Industries Inc. Common Stock,Ordnance And Accessories
AVYA,Avaya Holdings Corp. Common Stock,Telecommunications Equipment
DXYN,Dixie Group Inc. (The) Common Stock,Home Furnishings
GOCO,GoHealth Inc. Class A Common Stock,Specialty Insurers
CCXI,ChemoCentryx Inc. Common Stock,Major Pharmaceuticals
PZZA,Papa John's International Inc. Common Stock,Restaurants
JYNT,The Joint Corp. Common Stock,Multi-Sector Companies
TEO,Telecom Argentina SA,Telecommunications Equipment
OPBK,OP Bancorp Common Stock,Major Banks
MRBK,Meridian Corporation Common Stock,
HIL,Hill International Inc. Common Stock,Military/Government/Technical
CMCL,Caledonia Mining Corporation Plc Common Shares,Precious Metals
FTI,TechnipFMC plc Ordinary Share,Metal Fabrications
ATEX,Anterix Inc. Common Stock,Telecommunications Equipment
ICE,Intercontinental Exchange Inc. Common Stock,Investment Bankers/Brokers/Service
SOR,Source Capital Inc. Common Stock,
NMRD,Nemaura Medical Inc. Common Stock,Medical/Dental Instruments
ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of Common Stock no par value),Commercial Banks
OBCI,Ocean Bio-Chem Inc. Common Stock,Specialty Chemicals
TUSK,Mammoth Energy Services Inc. Common Stock,Oilfield Services/Equipment
MCBC,Macatawa Bank Corporation Common Stock,Major Banks
VYGR,Voyager Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
TROW,T. Rowe Price Group Inc. Common Stock,Investment Bankers/Brokers/Service
CZZ,Cosan Limited Class A Common Stock,Specialty Foods
SPE,Special Opportunities Fund Inc Common Stock,
GRIN,Grindrod Shipping Holdings Ltd. Ordinary Shares,Marine Transportation
YGMZ,MingZhu Logistics Holdings Limited Ordinary Shares,Transportation Services
CCEP,Coca-Cola European Partners plc Ordinary Shares,Beverages (Production/Distribution)
VIRT,Virtu Financial Inc. Class A Common Stock,Investment Bankers/Brokers/Service
PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock,
NOK,Nokia Corporation Sponsored American Depositary Shares,Radio And Television Broadcasting And Communications Equipment
HWBK,Hawthorn Bancshares Inc. Common Stock,Major Banks
ITI,Iteris Inc. Common Stock,Telecommunications Equipment
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,Investment Managers
BLCM,Bellicum Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
ISEE,IVERIC bio Inc. Common Stock,Major Pharmaceuticals
SLRX,Salarius Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
CHFS,CHF Solutions Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PTC,PTC Inc. Common Stock,Computer Software: Prepackaged Software
PACK,Ranpak Holdings Corp Class A Common Stock,Containers/Packaging
MET,MetLife Inc. Common Stock,Life Insurance
SHW,Sherwin-Williams Company (The) Common Stock,RETAIL: Building Materials
VRSN,VeriSign Inc. Common Stock,EDP Services
RLI,RLI Corp. Common Stock (DE),Property-Casualty Insurers
VHC,VirnetX Holding Corp Common Stock,Multi-Sector Companies
SGMO,Sangamo Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
SLG,SL Green Realty Corp Common Stock,Real Estate Investment Trusts
ROP,Roper Technologies Inc. Common Stock,Industrial Machinery/Components
DTE,DTE Energy Company Common Stock,Electric Utilities: Central
RCHG,Recharge Acquisition Corp. Class A Common Stock,Business Services
PCQ,PIMCO California Municipal Income Fund Common Stock,
AYX,Alteryx Inc. Class A Common Stock,Computer Software: Prepackaged Software
TITN,Titan Machinery Inc. Common Stock,Other Specialty Stores
CMI,Cummins Inc. Common Stock,Industrial Machinery/Components
SYBT,Stock Yards Bancorp Inc. Common Stock,Major Banks
PODD,Insulet Corporation Common Stock,Medical/Dental Instruments
ZNTL,Zentalis Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares,Semiconductors
FCEL,FuelCell Energy Inc. Common Stock,Industrial Machinery/Components
YI,111 Inc. American Depositary Shares,Medical/Nursing Services
CHPM,CHP Merger Corp. Class A Common Stock,Business Services
FICO,Fair Isaac Corproation Common Stock,Business Services
CGEM,Cullinan Management Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
PANW,Palo Alto Networks Inc. Common Stock,Computer peripheral equipment
PFSW,PFSweb Inc. Common Stock,Business Services
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,
GS,Goldman Sachs Group Inc. (The) Common Stock,Investment Bankers/Brokers/Service
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,Industrial Machinery/Components
ACHC,Acadia Healthcare Company Inc. Common Stock,Medical Specialities
WBAI,500.com Limited American Depositary Shares each representing 10 Class A shares,Services-Misc. Amusement & Recreation
PIPR,Piper Sandler Companies Common Stock,Investment Bankers/Brokers/Service
UTI,Universal Technical Institute Inc Common Stock,Other Consumer Services
NVS,Novartis AG Common Stock,Major Pharmaceuticals
ADOC,Edoc Acquisition Corp. Class A Ordinary Share,Business Services
MLSS,Milestone Scientific Inc. Common Stock,Industrial Specialties
NWE,NorthWestern Corporation Common Stock,Power Generation
BBL,BHP Group PlcSponsored ADR,Coal Mining
IRIX,IRIDEX Corporation Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
APPS,Digital Turbine Inc. Common Stock,Multi-Sector Companies
TSIA,TS Innovation Acquisitions Corp. Class A Common Stock,Business Services
TCRR,TCR2 Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
ADXN,Addex Therapeutics Ltd American Depositary Shares,Major Pharmaceuticals
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,Catalog/Specialty Distribution
FOXA,Fox Corporation Class A Common Stock,Broadcasting
ASRV,AmeriServ Financial Inc. Common Stock,Major Banks
UTZ,Utz Brands Inc Class A Common Stock,Packaged Foods
OFIX,Orthofix Medical Inc. Common Stock (DE),Medical/Dental Instruments
ACA,Arcosa Inc. Common Stock,Metal Fabrications
ATVI,Activision Blizzard Inc. Common Stock,Computer Software: Prepackaged Software
AMSF,AMERISAFE Inc. Common Stock,Property-Casualty Insurers
LINX,Linx S.A. American Depositary Shares each representing one common share,Computer Software: Prepackaged Software
KIN,Kindred Biosciences Inc. Common Stock,Major Pharmaceuticals
ADC,Agree Realty Corporation Common Stock,Real Estate Investment Trusts
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,Major Pharmaceuticals
CTAQ,Carney Technology Acquisition Corp. II Class A Common Stock,Business Services
FRTA,Forterra Inc. Common Stock,Building Materials
WDC,Western Digital Corporation Common Stock,Electronic Components
MFA,MFA Financial Inc.,Real Estate Investment Trusts
ACHV,Achieve Life Sciences Inc. Common Shares,Biotechnology: In Vitro & In Vivo Diagnostic Substances
BNR,Burning Rock Biotech Limited American Depositary Shares,Medical Specialities
VRCA,Verrica Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
WEI,Weidai Ltd. American depositary shares each  representing one (1) Class A ordinary share,Finance: Consumer Services
GAB,Gabelli Equity Trust Inc. (The) Common Stock,
PLM,Polymet Mining Corporation Ordinary Shares (Canada),Precious Metals
PAYX,Paychex Inc. Common Stock,Diversified Commercial Services
KALV,KalVista Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
MAX,MediaAlpha Inc. Class A Common Stock,Property-Casualty Insurers
EAR,Eargo Inc. Common Stock,Industrial Specialties
NFLX,Netflix Inc. Common Stock,Consumer Electronics/Video Chains
LIND,Lindblad Expeditions Holdings Inc. Common Stock,Transportation Services
MEDP,Medpace Holdings Inc. Common Stock,Biotechnology: Commercial Physical & Biological Resarch
ABG,Asbury Automotive Group Inc Common Stock,Automotive Aftermarket
SIMO,Silicon Motion Technology Corporation American Depositary Shares,Semiconductors
QDEL,Quidel Corporation Common Stock,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLCT,Collectors Universe Inc.,Business Services
BTO,John Hancock Financial Opportunities Fund Common Stock,
BYFC,Broadway Financial Corporation Common Stock,Savings Institutions
HIW,Highwoods Properties Inc. Common Stock,Real Estate Investment Trusts
NNI,Nelnet Inc. Common Stock,Finance: Consumer Services
SCX,L.S. Starrett Company (The) Common Stock,Industrial Machinery/Components
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),Services-Misc. Amusement & Recreation
ASPU,Aspen Group Inc. Common Stock,Other Consumer Services
CRY,CryoLife Inc. Common Stock,Medical/Dental Instruments
AGD,Aberdeen Global Dynamic Dividend Fund,
CCF,Chase Corporation Common Stock,Building Products
FFBW,FFBW Inc. Common Stock (MD),Savings Institutions
AENZ,Aenza S.A.A. American Depositary Shares,Military/Government/Technical
AMRC,Ameresco Inc. Class A Common Stock,Engineering & Construction
KSPN,Kaspien Holdings Inc. Common Stock,Consumer Electronics/Video Chains
NAK,Northern Dynasty Minerals Ltd. Common Stock,Precious Metals
SPKE,Spark Energy Inc. Class A Common Stock,Power Generation
RGP,Resources Connection Inc. Common Stock,Business Services
NLSN,Nielsen N.V. Ordinary Shares,Business Services
BANC,Banc of California Inc. Common Stock,Major Banks
SWIR,Sierra Wireless Inc. Common Stock,Radio And Television Broadcasting And Communications Equipment
CXP,Columbia Property Trust Inc. Common Stock,Real Estate Investment Trusts
HLF,Herbalife Nutrition Ltd. Common Stock,Other Pharmaceuticals
DOV,Dover Corporation Common Stock,Industrial Machinery/Components
